min_delta,max_delta,mean_delta,median_delta,prop_delta_gt0,prop_delta_gt0.1,prop_delta_gt0.25
0,0.7922512292861938,0.06797513499280072,0,0.44902745976309183,0.2186846679147178,0.11917841994197402
