dist_main_river_km,dens_nat_km2,dens_hum_km2
81.13298034667969,0,0
53.95676040649414,0,0
33.20061492919922,0,0.3557893931865692
24.46066665649414,0,0.1828116774559021
43.716182708740234,0,0
31.220932006835938,20.528491973876953,5.391769886016846
209.81973266601563,0,0
118.5951919555664,0,0
17.48276710510254,0,0
29.524951934814453,0,0
32.59635925292969,0,0.059948910027742386
162.0785369873047,0,0
10.668572425842285,0,0.07607398927211761
45.06275939941406,0,0
16.273723602294922,0,0
192.59710693359375,0,0
175.1317901611328,0,0
69.8677749633789,0,0
37.673622131347656,0.42044582962989807,0.19668543338775635
158.99679565429688,0,0
2.2910311222076416,0.4016599655151367,0.11874059587717056
27.266450881958008,0,0
7.997321128845215,0,0.012590000405907631
16.367145538330078,0,0.03240305185317993
32.370540618896484,0.10555874556303024,0.06000739708542824
191.9674530029297,0,0
18.117435455322266,0,0.05257337912917137
7.8126749992370605,0,0.09761505573987961
63.67472839355469,0,0
28.604272842407227,0,0.014313049614429474
1.4129208326339722,0.30415230989456177,0.030415229499340057
22.51845932006836,0,0
20.462636947631836,0,0.066623784601688385
26.466150283813477,0,0.2634207606315613
96.241943359375,0,0
7.264142990112305,0,0
2.7420458793640137,0.0035782624036073685,0.007156524807214737
21.61469841003418,4.744776248931885,0.3799937665462494
37.59174728393555,0,0
2.077003002166748,0.060830458998680115,0.021623706445097923
206.618896484375,0,0
26.840049743652344,5.735954761505127,0.815547525882721
29.632951736450195,0,0
73.31517028808594,0,0
28.70713996887207,0,0.029520664364099503
23.996706008911133,0,0.007156524807214737
96.67979431152344,0,0
296.6427307128906,0,0
267.49713134765625,0,0
5.681073188781738,0,0
1.6637245416641235,0.0017891312018036842,0.0867728590965271
2.7329330444335938,0.3059414327144623,0.010157783515751362
27.720739364624023,0.27910447120666504,0.27155810594558716
154.72238159179688,0,0
111.49996948242188,0,0
31.47617530822754,0,0
62.112815856933594,0,0.0196804441511631
85.00994873046875,0,0.004472828004509211
26.514562606811523,0,0.10727015882730484
29.05978012084961,0,0.33470407128334045
177.87950134277344,0,0
36.267887115478516,0,0.004311307333409786
19.880977630615234,0.17622941732406616,0.07749735563993454
176.28053283691406,0,0
6.71340799331665,0,0
115.17501068115234,0,0
48.48012161254883,0,0
139.62448120117188,0,0
40.888370513916016,0.4893273711204529,0.2834487557411194
7.576300144195557,0,0.43338993191719055
268.7796325683594,0,0
177.75546264648438,0,0
21.965412139892578,0,0.2688661813735962
223.8646697998047,0,0
35.34225082397461,0.5260046124458313,0.35435789823532104
49.42429733276367,0.05635763332247734,0
137.63131713867188,0,0
38.72920227050781,0,0.07895252853631973
48.04109191894531,0,0
67.71312713623047,0,0
177.61180114746094,0,0
141.7964324951172,0,0
256.7992248535156,0,0
