dist_main_river_km,dens_nat_km2,dens_hum_km2
37.77309799194336,0,0.28677085041999817
2.130441188812256,0.8507318496704102,0.09844324737787247
0.725191056728363,0.7702209949493408,0.16121786832809448
18.57779884338379,0,0.3914952576160431
0.71169281005859375,0.661978542804718,0.11838153749704361
12.187020301818848,0,0.36810874938964844
14.127564430236816,0.7934797406196594,0.41598376631736755
19.96320152282715,0.005367393605411053,0.1592792123556137
10.505206108093262,0,0.23542137444019318
4.183096885681152,2.175583600997925,0.22703243792057037
6.318946361541748,1.6871507167816162,0.22817477583885193
11.853569030761719,0,0.25356805324554443
8.963481903076172,0,0.2397179752588272
2.901212215423584,0,1.2476636171340942
7.015467643737793,0,0.005367393605411053
1.0130081176757813,0.28447186946868896,0.03488805890083313
52.993064880371094,2.5772435665130615,0.12763358652591705
6.682692050933838,0,0.08038254827260971
0.29538246989250183,8.432175636291504,0.9152302145957947
16.23406982421875,0.06351415812969208,0.18101243674755096
4.034972190856934,0.06530329585075378,0.32935065031051636
20.770740509033203,20.387149810791016,3.111989736557007
2.2298219203948975,6.85774040222168,2.1596131324768066
8.139123916625977,0.04293914884328842,0.19745972752571106
19.135971069335938,0.19054247438907623,0.004472828004509211
31.249553680419922,0.4419154226779938,1.8487818241119385
25.66988754272461,0,0.12182921171188354
10.58029842376709,0,0.10051825642585754
16.808320999145508,0,0.20485614240169525
2.7899138927459717,0,0.06762474030256271
18.578746795654297,0.0026836968027055264,0.24856658279895782
31.970991134643555,0,0.13169445097446442
28.427640914916992,0.20843379199504852,0.11631647497415543
20.818145751953125,0,0.6156830191612244
21.2098445892334,0,0.04584505781531334
41.18141174316406,0.05188480392098427,0.020133204758167267
43.22847366333008,0.1341848522424698,0.2120516449213028
32.73662567138672,0.0035782624036073685,0.7795217633247375
18.766210556030273,0,0.3244549036026001
32.82520294189453,1.3543723821640015,0.2247716635465622
1.8406959772109985,0.3175708055496216,0.4642584025859833
24.89356231689453,0.6038318276405334,0.7209210991859436
18.4644718170166,0,0.2332635521888733
7.793240070343018,1.5565441846847534,0.6742998957633972
6.066032409667969,0,0.1402347981929779
