gbifID,scientificName,decimalLatitude,decimalLongitude,year,eventDate
4080948557,Lontra canadensis,29.673783,-95.272737,2023,2023-03-18
4080926520,Lontra canadensis,29.905441,-95.647627,2023,2023-02-19
4080522628,Lontra canadensis,29.422892,-94.989468,2023,2023-04-01
4080511173,Lontra canadensis,29.771548,-94.560019,2023,2023-04-08
4080510739,Lontra canadensis,32.683531,-97.001046,2023,2023-04-05
4080505970,Lontra canadensis,30.258011,-96.686515,2023,2023-04-06
4080495620,Lontra canadensis,32.777108,-97.120513,2023,2023-04-04
4076387629,Lontra canadensis,31.937559,-96.028701,2023,2023-04-02
4076165511,Lontra canadensis,31.933881,-96.112955,2023,2023-04-02
4075984546,Lontra canadensis,29.690317,-95.836179,2023,2023-03-25
4075842850,Lontra canadensis,30.290041,-97.763778,2023,2023-03-26
4075739007,Lontra canadensis,30.637687,-97.754168,2023,2023-03-13
4075602276,Lontra canadensis,32.457999,-94.682163,2023,2023-03-23
4067669864,Lontra canadensis,29.757815,-95.710707,2023,2023-02-23
4067352982,Lontra canadensis,30.739977,-97.345899,2023,2023-03-12
